query,doc,label
sci.space," Is it right??? That is new stuff for me. So it means that  you just can  not put a sattellite around around the Moon for too long because its  orbit will be unstable??? If so, what is the reason??? Is that because  the combined gravitacional atraction of the Sun,Moon and Earth  that does not provide a stable  orbit around the Moon???   C.O.EGALON@LARC.NASA.GOV  C.O.Egalon@larc.nasa.gov",1
sci.space,"It looks like Ben Baz's mind and heart are also blind, not only his eyes. I used to respect him, today I lost the minimal amount of respect that I struggled to keep for him. To All Muslim netters: This is the same guy who gave a ""Fatwah"" that Saudi Arabia can be used by the United Ststes to attack Iraq . That Fatwah is as legitimate as this one. With that kind of ""Clergy"", it might be an Islamic duty to separate religion and politics, if religion means ""official Clergy"". ",0
rec.sport.baseball,"Add Mike Trombley in there somewhere, since they need five people.  Mark Guthrie will remain in the bullpen as the long lefty.  Pags and Terry Jorgenson will platoon at third, with Reboulet as the backup infielder.  Pags looked pretty miserable yesterday for a guy who lead the league in DA in 1991, muffing what should be routine grounders (heck, muffing a grounder *I* would probably have gotten to).  Jorgenson did nothing exceptional that I noticed.  Leius missed a ball I *think* Gagne would have reached; we will certainly miss Gag's glove this season.  He looked pretty good there.  Contrary to what the mediots have been saying, he looked reasonable at first.  He isn't mid-80s Hrbek, but then neither is the Pretty Big Guy himself any more (note:  I'm used to seeing the Twins 1B looking kinda big on the field, but not that big!).  If he hits vaguely like last year, he's a perfectly good first baseman.  Note:  Much of this posting is from personal observation yesterday in a game where the regulars were mostly pulled after several innings.  Winfield may have big holes in his defensive game that didn't show up (he didn't have to pick any bad throws, for example), but I'll take what I saw so far.",1
rec.sport.baseball,"If gamma ray bursters are extragalactic, would absorption from the galaxy be expected?  How transparent is the galactic core to gamma rays?  How much energy does a burster put out?  I know energy depends on distance, which is unknown.  An answer of the form _X_ ergs per megaparsec^2 is OK.  ",0
talk.religion.misc," Does this organization have an official e-mail address these days? (an address for any of the SF Bay Area Lodges, e.g. Thelema would do.)                                       93...                                        A.Lizard ",1
talk.religion.misc,If you think that kind of uncalled for blanket statement will cause censorship at Mr. Jefferson's university you are wrong. ,0
sci.electronics,"# >... Why would the picture tube explode or even smoke?  Naw, it was the penguin on TOP of the set that exploded... ;-} ",1
sci.electronics,"/ iftccu:talk.politics.guns / vincent@cad.gatech.edu (Vincent Fox) / 10:34 am  Apr 14, 1993 /  This isn't rec.guns, so maybe this is getting a bet technical, but I can't resist....   Sometimes.....  Depends on WHY it misfired....   I can't imagine doing much combat type shooting single action.....   Assuming the cylinder WILL rotate....   Never hurts to err on the side of safety, but if you've got one of those 'new fangled' hammer blocks or transfer bar safeties, it's unnecessarily redundant.  I'd rather have the extra round.   Quite true.  Speed loaders are a little less convenient to pack around than magazines though.   True, but this is a training function.   Cocked and locked for single actions or hammer down on double actions are the only carry modes that make sense...  The 80 series Colt's for example are quite safe to carry this way.   Agreed.  Now that I've shot off my mouth a bit, let me back some of this up.  It is true that a simple misfire on a revolver doesn't cost you much.  On the other hand, I've had all sorts of interesting things happen over the years.  For example, I've had FACTORY ammunition that has had high primers.  A high primer will tie your revolver up somewhere from seconds to minutes while you try to pound the action open to clear the problem. An auto?  Jack the slide and continue.  I've had bullets come out of the case, keeping the cylinder from turning, see clearing paragraph above.  About the WORST that can happen with a semi auto is a double feed.  This can be cleared in seconds.  Most revolvers are more 'fragile' then semi auto's.  There are all sorts of close tolerance parts and fitting involved.  Dropping the gun, or a blow to the gun or all sorts of things can take it out of action.  Many of the problems that can be cured on the spot with a (quality) semi auto take a gun smith for a revolver.  In short a revolver MAY be less likely to malfunction, but as a rule when it does, you're out of the fight. The majority of malfunctions that occur with semi autos does not fall into that category.  Vincint makes many good points in this post, but leaves off the opposing view of most of them.  A real good starting place is Ayoob's ""The Semi Auto Pistol for Police and Self Defense.""  In general, I'd agree, the revolver is an excellent first gun and self defense weapon for somebody that does not have the time, and inclination that is necessary for the training and practice needed to use a semi auto effectively as a self defense arm.  Most cops are notoriously indifferent to firearms.  If the department isn't going to train them, they aren't going to take the time on their own.  There is no doubt that training is an issue.  The amount of training required for effective use of a semi auto is probably several times that of a revolver.  Many cops don't bother.  For myself, I'd hate to be limited to one or the other.  I'd rather pick what fits better with my personal inclination, what I'm wearing that day and so on.  Like the Moderator on rec.guns says, buy em all!  That said, I have to admit that often my advice to people thinking of buying their first defense arm is (right after taking a class) get a Ruger or Smith revolver....  (Sorry Colt fans.  Colt revolvers are ok too!)  If this post had gone the other way, I'd be arguing for revolvers. :-)",0
rec.autos," About a year ago, some kids tossed a rock off an overpass on I-94 near Eau Claire, Wisconsin and it killed the driver below.  (I believe he was a schoolteacher from Minnesota.)",1
rec.autos,"Not to mention, Mr. Francis is an incredibly nice person.  Over Christmas break, a friend of mine had a little Xmas gathering.  The two of us drove to Ron's house.  While I stayed in the car out of shyness, my friend went to the door and rang the bell.  Ron answered and my friend introduced himself.  He then proceeded to invite Francis to the party.  Ron declined because he ""had to watch his daughter.""  He then reached out and shook my friend's hand!  I know this isn't r.s.b., but I don't think Barry Bonds would be this polite in this situation.",0
talk.politics.mideast,"  Any state that the CIA does not control is called ""state that is linked to terrorism/militants/fundamentalists etc.."" Meanwhile Even Egyptian ""experts"" who hate The Islamic movement admit that what is happening in Egypt is spontaneous and most of the time a reaction to what the government does.  ...  Can anybody see any contradiction between the above and the first paragraph?  Does anybody know what the UPI original article's title was?",1
talk.politics.mideast," : >EVER HEAR OF : >BAPTISM AT BIRTH?  If that isn't preying on the young, I don't know what : >is... : > : RB>    : RB>   No, that's praying on the young.  Preying on the young comes : RB>   later, when the bright eyed little altar boy finds out what the : RB>   priest really wears under that chasible.  Does this statement further the atheist cause in some way, surely it's not intended as wit ...",0
soc.religion.christian,"  First of all, ""ceremonial law"" is an extraScriptural term.  It is sometimes used as a framework to view Scripture.  But if you look at Collosions, without going into it with the assumption that the Sabbath cannot be  a ceremonial law, you will see that it does refer to the sabbath.  against us to His cross, and therefore we should not be judged in what what food we eat, what we drink, the keeping of new moons and holy days, or the keeping of the sabbath.  The word for sabbath in this verse is ""sabbaton"" and is used throughout the New Testament to refer to the 7th day.  If there is any Scripture from which we get the idea of the ceremonial law, this is one of them, and the sabbath is listed among the ceremonial laws.  If one goes into this with the fundamental assumption ""the sabbath cannot be a ceremonial law"" then he will have to find some way around it, like saying that this can only refer to the other sabbath holy days besides the 7tH day, Because ""the sabbath cannot be a ceremonial law.""  But Paul is very careful in his letters to add some kind of parenthetcal  statement if there is anything that can be seen as a liscence to sin in his writings.  Also, why is the sabbath absent from the epistles (except for Hebrews 4, which talks about the rest that comes through faith?)  Surely it would have been a big problem for first century Christians living in a society that did not rest on the 7th day.  Especially slaves. Many new converst were slaves.  It would have been difficult for slaves to rest on the sabbath if it had been mandatory.  Why is there no mention of this in the epistles?",1
soc.religion.christian,"From article <1rc07h$ern@olivea.ATC.Olivetti.Com>, by manu@oas.olivetti.com (Manu Das):  The window is probobly on top but the lower windows are drawing over it. Try using WS_CLIPSIBLING to keep the lower siblings from drawing on the top sibling's space. -- ",0
sci.electronics,"Radio Shack has canceled their ""Battery of the Month"" Club.  Does  anyone know why?    They say they'll honor existing cards in customer hands, but no new cards will be issued.",1
sci.electronics,"Build 59 causes 2 exceptions when I exit Windows. In fact, I have had this happen on all builds after 44, which shipped with my Gateway system.  Am I doing something wrong, or is this problem commonly overlooked?",0
comp.graphics, [A lot of interesting stuff about gopher - deleted]    I've heard of it but lost the intro posting that came out a while back - could you post it again?  I think it's of general interest.   Ben,1
comp.graphics,"  What's the problem here?  Back in 1958 I rode a Puch 175 from Paris to Barcelona and back.  That was a two stroke, and back then it was representative of the size of bikes on the road.  A 350 was considered a big bike, and the superbikes of the day were 500cc or 600cc.  Anything bigger was real rare.   Charlie Smith,  DoD #0709,  doh #0000000004,  1KSPT=22.85",0
alt.atheism," I believe that there's a 10 year period from time of death until a person can be on a commemorative stamp.  It was broken once for Lyndon Johnson (I think) but other than that it has held for awhile.  Of course, we can still start now -- the Elvis stamp was petitioned for ages and things really moved once it got past the 10 year anniversary of his death. ",1
alt.atheism,"If gamma ray bursters are extragalactic, would absorption from the galaxy be expected?  How transparent is the galactic core to gamma rays?  How much energy does a burster put out?  I know energy depends on distance, which is unknown.  An answer of the form _X_ ergs per megaparsec^2 is OK.  ",0
talk.politics.guns,"  oh, i see. electricity is a natural right & our wonderful government would -never- cut off the power to the people they were besieging. are you really this dumb, or just acting like it for the sake of argument?  jason ",1
talk.politics.guns,"    I'll vote for anything where they don't feel constrained to use stupid and ugly PC phrases to replace words like 'manned'.  If they think they need to do that, they're more than likely engaging in 'politics and public relations as usual' rather than seriously wanting to actually get into space.  So that eliminates Option ""A"" from the running.  What do they call a manned station in Option ""C""?  [I'm actually about half serious about that.  People should be more concerned with grammatical correctness and actually getting a working station than they are with 'Political Correctness' of terminology.]   --  ""Insisting on perfect safety is for people who don't have the balls to live  in the real world.""   -- Mary Shafer, NASA Ames Dryden",0
alt.atheism," You don't think these are little things because with twenty-twenty hindsight, you know what they led to.",1
alt.atheism," David,    While I disagree strongly with you on the issue of our trusting the government, I think you have a good idea here. There is danger that, with funding coming from asset forfeitures, the government could continue to promulgate a bad product in spite of poor acceptance. Making the product pay its way (as it must for private ventures) would be a good incentive for quality and listening to we, the ranters. :)    -mel",0
comp.sys.ibm.pc.hardware,"Build 59 causes 2 exceptions when I exit Windows. In fact, I have had this happen on all builds after 44, which shipped with my Gateway system.  Am I doing something wrong, or is this problem commonly overlooked?",1
comp.sys.ibm.pc.hardware,If you think that kind of uncalled for blanket statement will cause censorship at Mr. Jefferson's university you are wrong. ,0
comp.os.ms-windows.misc,Does anyone know where the program MONOUMB.386 is available .. I have  checked my Windows system disks and MONOUMB2.386 is there but not the  other one.. Thanks..  Stan Kucera  ,1
comp.os.ms-windows.misc," Isn't name calling fun!  What do you think happened at Watergate? What do you think they broke into the building for? It wasn't to just look around. Do I have to draw you  a picture?  Whatever...  ------------------------------------------------------------------------------ ""Who said anything about panicking?"" snapped Authur.           Garrett Johnson ""This is still just culture shock. You wait till I've       Garrett@Ingres.com settled into the situation and found my bearings. THEN I'll start panicking!"" - Douglas Adams  ",0
comp.graphics,Does Autodesk has a BBS ? ,1
comp.graphics,"        I'm glad to see this idea come up because I've had something similar in mind. What if you had an authorization key that computed from the name and address  data.  When the user registers, you don't even need to send executable code,  just compute his/her key and send him/her instructions to enter in the  appropriate place the following:  Name=Joe Doe Address=123 Main Street City=Anytown, CA key=ldslfoialsdkcdsngsikhsfd",0
sci.med," There's a pretty good article in the the March 6, 1993 New Scientist titled ""Pouring cold water on Lorenzo's oil"".  The article states that research has shown that the oil has no discernable effect on the progression of the disease in patients in which demyelination has begun.  In patients with AMN (a less acute form of the same disease) there is some improvement seen in the ability of nerve fibres to conduct impulses.  In ALD patients who have not yet begun demyelination, the jury is still out.",1
sci.med,I have recently plunged into PC World. I have been using Amigas before.  Trying to establish a network (LAN) here that could use 2 different printers.  Panasonic KXP2124 for printing receipts and Okidata OL400 for letters etc.  Is it at all possible in this world ? I know when using Unix etc I can specify  which printer to print from. But I am not sure how PCs would handle that. If  they can't then I guess I'll leave PeeeCeees for good and move on to Unix. ,0
comp.sys.mac.hardware,"The Duo's can drive Apple's 16"" monitor at 832x624 resolution and 256 colors, I think. What non-Apple 16-17"" monitors can also be used? Would a multisync NEC-5FG work as well at the same resolution? What are the outstanding points of the Apple monitor when compared with these other monitors?",1
comp.sys.mac.hardware,"  Unfortunately, that is the way the league is heading... You can't fight, so the only way to retaliate against someone is with a cheap shot when the ref isn't looking. Ulf has brought this to a high level... Players stuck in the past (like Neely) who prefer fights to cheap shots are at a disadvantage in the new system.  Lets face it, A cheap shot (like high sticking) is a very effective method... It is easier to hide from the refs, has a better chance of causing injury, and you can draw people into fights that way. I don't like it, but that's the way the league is going.",0
rec.sport.hockey," Ok, but have you seen Tabaracci play yet?  In his two starts and his relief effort for Beaupre, he has looked mighty sharp - don't forget the shutout.  I think he's let in just four goals over eight periods of play.  I like Hrivnak, but we might actually have to give some credit to David Poile for a change after this trade.  Hopefully if Tabaracci starts against the Isles tonight, I haven't jinxed him.",1
rec.sport.hockey,Does Autodesk has a BBS ? ,0
soc.religion.christian,"This subject seems to be incredibly inflammatory.  Those who subscribe to _Biblical Archaeology Review_ will remember a spectacular letter battle set off when someone complained about a Franklin Mint ad.  (_BAR_ is a great magazine, but the contrast between the rather scholarly articles and the incredibly sleazy ads is extreme.)  In this ad, they were hawking a doll with a head based on the famous bust of Nefertiti, giving the face a typical doll-pink complexion. The letter complained about this as a misrepresentation on the grounds that Nefertiti was ""a beautiful black queen.""  This set off an exchange of hotheaded letters than ran for several issues, to the point where they had an article from an Egyptologist titled ""Was Cleopatra Black?""  (The answer to the title is ""no""-- she was greek.)  I have to say that I hear a hysterical note in much of the complaining.  I personally have seen only one blond-haired Jesus (in the National Shrine in Wash. DC), and I found it very jarring.  Western representations vary enourmously, but in general the image of is of a youngish male with dark hair and beard, of a sort that can be found (modulo the nose) all up and down the Mediterranean.  (Also, if what I remember is correct, the ""Black Madonna"" doesn't represent a person with negroid features.  It is black because of an accident.  Joe Buehler....?)  In the presence of all those marble statues, one is prone to forget that greeks are rather likely to have black hair.  When one crosses the bosporus, the situation breaks down completely.  Are Turks white?  How about Persians, or various groups in the indian subcontinent?  Was Gandhi white?  How about the Arabs?  Or picture Nassar and Sadat standing side by side.  And then there are the Ethiopians....  Those of a white racist bent are not likely to say that *any* of these people are ""white"" (i.e., of the racist's ""race"").  If I may risk a potentially inflammatory remark, one undercurrent of this seems to be the identification of modern jews as members of the oppressor race.  Considering the extreme dicotomy between medieval religion on the one hand and medieval antisemitism on the other, I don't think that this ""Jesus was white"" thesis ever played the roles that some hold it did.  Representations of Jesus as black or korean or whatever are fine.  It seems awfully self-serving to insist that Jesus belongs to one's own racial group.",1
soc.religion.christian,"1993 World Championships in Germany:  ====================================   Group A results:   SWEDEN - CANADA  1-4 (0-0,1-1,0-3)   1st:  2nd: CAN 0-1 Geoff Sanderson      (Kevin Dineen)                  7:24       SWE 1-1 Patrik Juhlin        (Jan Larsson)                  15:23 (pp)  3rd: CAN 1-2 Geoff Sanderson                                      5:54 (ps)       CAN 1-3 Mike Gartner         (Greg Johnson,Adam Graves)     10:44        CAN 1-4 Rod Brind'Amour      (Shayne Corson)                19:59              Shots on goal:    Penalties:    Attendance:     Referee:  Sweden     10 15 12 - 37     4*2min        6,500           Rob Hearn (USA)  Canada     10 13  6 - 29     6*2min   Bill Ranford stopped 36 shots to lead Canada to a 4-1 victory in a very well  played game.   The first period started with a give away from a Canadian defenseman and  Rundqvist came in alone on Ranford but couldn't put the puck over a sliding  Ranford. Later on, Kevin Dineen had a great opportunity but Soderstrom   played very well too. Stefan Nilsson had a couple of great dekes and set up  Jan Larsson but again Ranford came up big. Period ended scoreless but the edge  to Sweden in creating more opportunities.  Second period action saw Tommy Soderstrom making a GREAT save. Mark Recchi  made a backhanded cross ice pass to Lindros, Eric one timed the puck but  Soderstrom was there to make a glove hand save. At the 7-minute mark, Canada  started applying pressure on the Swedes. Sanderson-Dineen-Brind'Amour worked  hard and kept the puck in the Swedes' zone. Dineen gave the puck to Sanderson  who skated around a screened Swedish defenseman, came in on Soderstrom and  made a wrist shot that went it by Soderstrom's far post, 1-0 Canada.  The Swedes picked up their game after that, and Peter Forsberg had a shot  that hit Ranford's post (the inside), went parallel to the goal line and out.  Then Gartner got a penalty and the Swedes a power play. Jan Larsson took  a shot from the slot, Ranford gave a rebound to Larsson who saw Juhlin by  the far post, passed the puck and Ranford was beat, 1-1.  Third period started as the other periods, Swedes having most of the pressure  but the Canadians always dangerous once they were close to the Swede goal.  At 5:54, Canada created some great chances and Arto Blomsten was forced to  cover the puck in the Swede goal crease since Soderstrom lost sight of it.  That resulted in a penalty shot, since a defenseman can't cover the puck in   the goal crease. Geoff Sanderson took the penalty shot (his first ever, he  explained afterwards), and he put it low on Soderstrom's stick side, close  to the post. Excellent penalty shot to give Canada a go ahead goal.  Canada increased the lead on a very suspect offside, Gartner volleyed a  bouncing puck past Soderstrom to make it 3-1. The Swedes ran out of gas  then and couldn't produce as good scoring chances as they had for 2,5 periods.  The 4-1 goal came with only 1 second left, Rod Brind'Amour scoring on a  rebound from Soderstrom, where the Swedish defense already had their minds  in the dressing room.   A very good game (the best in the WC so far?), with both goalies playing  great. Soderstrom best player in Sweden, but Ranford even played better  than Soderstrom, that tells you something about Ranford. Probably the best  goalie in the world, were some comments after the game.  Canada played a very disciplined defense, Ranford pointed out that it is  easy to play well with a good defense. Lindros played A LOT and played well,  Sanderson naturally game hero with two goals.   The Forsberg-Naslund-Bergqvist line Sweden's best along with Larsson-Juhlin-  Nilsson. Swedish defense played well, 197 cm 104 kg Peter Popovic had the  task of neutralizing 192 cm 107 kg Eric Lindros, and managed this very well.  Ranger defenseman Peter Andersson finally got to go to the WC, and considering  that he landed in Germany just a few hours before the game, he played very  well. Swedish coach Curt Lundmark was irritated after the game, partly because  of the Swedes inability to score, and partly because of the linesman's mistake  on the 1-3 goal.   Lines information follows further below. - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -   ITALY - SWITZERLAND  1-0 (0-0,1-0,0-0)   1st:  2nd: ITA 1-0 Orlando          15:47  3rd:   Penalties: ITA 10*2min, SWI 8*2min  Referee: Anton Danko, Slovakia  Attendance: 3,500  -------------------------------------------------------------------------------   Group B results:   CZECH REPUBLIC - GERMANY  5-0 (0-0,3-0,2-0)   1st:  2nd: CZE 1-0 Kamil Kastak        1:51       CZE 2-0 Jiri Dolezal       12:26       CZE 3-0 Petr Hrbek         19:10  3rd: CZE 4-0 Radek Toupal        8:28       CZE 5-0 Josef Beranek      17:07   Penalties: CZE 7*2min, GER 6*2min 1*5min 1*10min game penalty  Referee: Darren Loraas, Canada  Attendance: 10,200   The Czechs were clearly better than the Germans, and the German crowd  showed their discontent by throwing in stuff on the ice after a while.  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -   FINLAND - USA  1-1 (0-0,1-0,0-1)   1st:  2nd: FIN 1-0 Jarkko Varvio      4:00  3rd: USA 1-1 Ed Olczyk          4:26   Penalties: FIN 7*2min, USA 6*2min  Referee: Valeri Bokarev, Russia  Attendance: 2,800   I hope some Finns can provide information from this game (I didn't see the  whole game). The Finns took the lead on a Jarkko Varvio slap shot from the  blue line, and a soft goal for an unscreened Mike Richter.  As far as the play in the second period goes, the Finns seemed to have the  most control, so a 1-0 lead was warranted as I saw it.  -------------------------------------------------------------------------------  		   SWEDEN			   CANADA   Goaltender:	30 Tommy Soderstrom		30 Bill Ranford   Defense:	 8 Kenneth Kennholt		 5 Norm Maciver 		14 Fredrik Stillman		24 Dave Manson  		 3 Peter Popovic		25 Geoff Smith 		55 Peter Andersson		19 Brian Benning  		 7 Arto Blomsten		 6 Terry Carkner 		28 Roger Akerstrom		 3 Garry Galley  						 4 Derek Mayer   Forwards:	29 Mikael Renberg		15 Dave Gagner 		 9 Thomas Rundqvist		27 Adam Graves 		34 Mikael Andersson		22 Mike Gartner  		19 Markus Naslund		20 Paul Kariya 		21 Peter Forsberg		88 Eric Lindros 		18 Jonas Bergqvist		 8 Mark Recchi  		 5 Patrik Juhlin		17 Rod Brind'Amour 		20 Jan Larsson			 9 Shayne Corson 		 4 Stefan Nilsson		11 Kevin Dineen  		22 Charles Berglund		10 Geoff Sanderson 		26 Michael Nylander		12 Greg Johnson 		(34 Andersson/18 Bergqvist)	14 Brian Savage  						16 Kelly Buchberger ",0
soc.religion.christian,"Quotes from Our Daily Bread  Our Daily Bread is a devotional help for spiritual growth. One can spend some ten to fifteen minutes at most reading the daily portion of scriptures and a related short article that brings the scriptures alive in applying in today's society. It ends with a saying at the bottom. This article is a collection of these sayings.  Our Daily Bread is one of the many ministries/services provided by Resources for Biblical Communication. It is FREE. To receive the literature, just write and ask for it. The contact addresses are listed below. Write to Radio Bible Class.  Copyright 1989 Radio Bible Class, Grand Rapids, Michigan 49555-0001  Canada: Box 1622, Windsor, Ontario N9A 6Z7 Australia: Box 365, Ryde, 2112 NSW Europe: Box 1, Carnforth, Lancs., England LA5 9ES Africa: Box 1652, Manzini, Swaziland Africa: PMB 2010, Jos, Nigeria Philippines: Box 288, Greenhills, 1502 Metro Manila  Sayings with related scriptures in December/January/February 89-90 issue of Our Daily Bread  When God saves us, all our sins are forgiven, forgotten, forever! Romans 5:1-11  Life with Christ is difficult; without Him it's hopeless. Ecclesiastes 4:1-6  It's the sin we cover up that eventually brings us down. Psalm 19:7-14  You're not ready to live until you're ready to die. Acts 21:1-14  Trusting in God's power prevents panic. Isaiah 40:6-17  The Bible is a record of man's compete ruin in sin and God's compte remedy in Christ. - Barnhouse 2 Timothy 3:10-17  Jesus can change the foulest sinners into the finest saints. Ephesians 2:1-10  They witness best who witness with their lives. Acts 4:23-33  God came to dwell with man that man might dwell with God. Philippians 2:5-11  A hurting person needs a helping hand, not an accusing finger. Psalm 109:1,2, 14-31  What you decide about Jesus determines your destiny. John 20:24-29  We must go to sinners if we expect sinners to come to the Savior. Romans 1:8-15  Knowing that God sees us brings both conviction and cofidence. Job 34:21-28  God's chastening is not cruel but corrective. Hebrews 12:4-17  When you think of all that's good, give thanks to God. Psalm 44:1-8  Man's greatest goal: give glory to God. 1 Peter 5:5-7  God loves every one of us as if there were but one of us to love. Romans 8:31-39  Only the bread of life can satisfy man's spiritual hunger. John 6:28-41  Conscience can be our compass if the word of God is our chart. 1 Timothy 4:1-5  Salvation is free, but you must receive it. Isaiah 55:1-5  If we're not as spiritual as we could be, we're not as spiritual as we should be. 2 Timonty 1:1-7  Circumstances do not make a man, they reveal what he's made of. Matthew 1:18-25  Make room for Jesus in your heart, and he will make room for you in heaven. Matthew 2:1-18  Heaven's choir came down to sing when heaven's king came down to save. Luke 2:1-20  God's highest gift awakens man's deepest gratitude. Luke 2:21-38  Serving the Lord is an investment that pays eternal dividends. 1 Peter 4:12-19  Time misspent is not lived but lost. Psalm 39:4-13  The measure of our love is the measure of our sacrifice. 1 Peter 4:7-11  God requires faithfulness; God rewards with fruitfulness. Luke 19:11-27  How you spend time determines how you spend eternity. Psalm 90:1-12  If you aim for nothing, you're sure to hit it. Daniel 1:1-8  The Christian's future is as bright as the promises of God. Psalm 23  Christ as Savior brings us peace with God; Christ as Lord brings the peace of God. Colossians 1:13-20  They who only sample the word of God never acquire much of a tast for it. Psalm 119:97-104  Unless one drinks now of the ""water of life"", he will thirst forever! Revelation 22:12-17  A hyprocrite is a person who is not himself on Sunday. Daniel 6:1-10  Be life long or short, its completeness depends on what it is lived for. Ecclesiates 9:1-12  God loves you and me - let's love each other. 2 Corinthians 13  It's always too soon to quit. Genesis 37:12-28  The character we build in this world we carry into the next. Matthew 7:24-29  God sends trials not to impair us but to improves us. 2 Corinthians 4:8-18  Marriage is either a holy wedlock or an unholy deadlock. 2 Corinthians 5:11-18  We are adopted through God's grace to be adapted to God's use. Galatians 6:1-10  Our children are watching: what we are speak louder than what we say. Proverbs 31:10-31  Union with Christ is the basis for unity among believers. Psalm 133  Keep out of your life all that would crowd Christ out of your heart. Romans 6:1-14  Don't try to bear tomorrow's burdens with today's grace. Matthew 6:25-34  Pray as if everything depends on God; work as if everything depends on you. 2 Kings 20:1-7  Some convictions are nothing more than prejudices. Galatians 3:26-29  Unless you velieve, you will not understand. - Augustine Hebrews 11:1-6  Christ is the only way to heaven; all other paths are detours to doom. 2 Corinthians 4:1-7  Many Christians are doing nothing, but no Christians have nothing to do! John 4:31-38  We bury the seed; God brings the harvest. Isaiah 55:8-13  The texture of eternity is woven on the looms of time. Ecclesiastes 7:1-6  It's not just what we know about God but how we use what we know. 1 Corinthians 8  The best way to avoid lying is to do nothing that needs to be concealed. Acts 5:1-11  God transforms trials into blessing by surrounding them with His love and grace. 2 Chronicles 20:1-4, 20-30  Confessing your sins is no substitute for forsaking them. Psalm 51:1-10  If you shoot arrows of envy at others, you would yourself. Philippians 1:12-18  He who has no vision of eternity doesn't know the value of time. Ephesians 5:8-17  He who abandons himself to God will never be abandoned by God. Psalm 123  No danger can come so near the Christian that God is not nearer. Psalm 121  Many a man lays down his life trying to lay up a fortune. Matthew 6:19-24  God's grace is infinite love expressing itself through infinite goodness. Philippians 1:1-11  One way to do great things for Christ is to do little things for others. Romans 16:1-16  You rob yourself of being you when you try to do what others are meant to do. Romans 12:1-8  Don't pretend to be what you don't intend to be. Matthew 23:1-15  Meeting God in our trials is better than getting out of them. Psalm 42  If sinners are to escape God's judgement, God's people must point the way. Matthew 24:15-27  It's not a sin to get angry when you get angry at sin. John 2:13-22  We prepare for the darkness by learning to pray in the light. 1 Samuel 2:1-10  Christianity is not a way of doing certain things but a certain way of doing all things. Ephesians 5:1-7  Better to know the truth and beware than to believe a lie and not care. Jeremiah 28  A true servant does not live to himself, for himself, or by himself. Genesis 13  Those who do the most earthly good are those who are heavely mined. Philippians 1:19-26  A good marriage requires a determination to be married for good. Genesis 2:18-24  If you're looking for something to give your life to, look to the one who gave His life for you. 1 Corinthians 3:1-11  When we have nothing left but God, we discover that God is enough. Psalm 46  God is with us inthe darkness as surely as He is with us in the light. 1 Peter 1:1-9  Some people spend most of their life at the complaint counter. 1 Thessalonians 5:12-22  Of all creation, only man can say ""yes"" or ""no"" to God. Genesis 9:8-17  The most rewarding end in life is to know the life that never ends. Ecclesiates 8:10-15  One of the marks of a well-fed soul is a well read Bible. Joshua1:1-9  Because God gives us all we need, we should give to those in need. Proverbs 14:20-31  It's never too early to receive Christ, but at any moment it could be too late. Luke 16:19-31  God's grace keeps pace with whatever we face. 2 Corinthians 12:7-10  Coming together is a beginning; keeping together is progress; working together is success. 1 Corinthians 12:12-27  When we give God our burdens, He gives us a song. Psalm 57  Do the thing you fear, and the death of fear is certain. - Emerson 1 Corinthians 2:1-8",1
soc.religion.christian,"  I was out of date.  VW is stealing execs directly from Opel, independent of Lopez.  Shameful.",0
sci.med,"Does the Bates method work?  I first heard about it in this newsgroup  several years ago, and I have just got hold of a book, ""How to improve your sight - simple daily drills in relaxation"", by Margaret D. Corbett,  ('Authorized instructor of the Bates method), published in 1953.  It  talks about vision improvement by relaxation and exercise.  Has there been any study on whether this method actually works?  If it works, is it by  actually shortening the previously elongated eyeball, or by increasing  the lens's ability to flatten itself in order to compensate for the  too-long eyeball?  Since myopia is the result of eyeball elongation, seems to me the most logical approach for correction is to find a way to reverse the process, i.e., shorten it somehow (preferably non-surgically).  Has there been any recent studies on this?  Where can I find them?  I know RK works by  changing the curvature of the cornea to compensate for the shape of  eyeball, but if there is a way to train the muscles to shorten the  eyeball back to its correct length that would be even better (Bates's  idea, right?)",1
sci.med,"Not to mention, Mr. Francis is an incredibly nice person.  Over Christmas break, a friend of mine had a little Xmas gathering.  The two of us drove to Ron's house.  While I stayed in the car out of shyness, my friend went to the door and rang the bell.  Ron answered and my friend introduced himself.  He then proceeded to invite Francis to the party.  Ron declined because he ""had to watch his daughter.""  He then reached out and shook my friend's hand!  I know this isn't r.s.b., but I don't think Barry Bonds would be this polite in this situation.",0
alt.atheism,"   I'm sure there are many people who work with neural networks and read this newsgroup. Please tell Kevin what you've achieved, and what you expect.   Indeed. I think dualism is a non-solution, or, as Dennett recently put it, a dead horse.   Petri ",1
alt.atheism,"First you find a congenial member of the opposite sex ... -- Thomas Clarke Institute for Simulation and Training, University of Central FL 12424 Research Parkway, Suite 300, Orlando, FL 32826 (407)658-5030, FAX: (407)658-5059, clarke@acme.ucf.edu",0
